City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
305,Palafrugell,0,ES,2022-07-24 14:07:53,64,41.9174,3.1631,93.96,5.99
306,Afrikanda,98,RU,2022-07-24 14:08:24,59,67.4429,32.7828,58.89,8.77
307,Stornoway,75,GB,2022-07-24 14:09:25,93,58.2093,-6.3865,62.04,6.91
308,Kongolo,29,CD,2022-07-24 14:09:25,25,-5.3833,27.0,92.86,6.44
309,Moshenskoye,100,RU,2022-07-24 14:09:26,47,58.5102,34.5911,76.75,6.64
310,Zalesovo,100,RU,2022-07-24 14:09:26,85,53.9939,84.7431,57.11,9.08
311,Shemonaikha,24,KZ,2022-07-24 14:09:26,62,50.6328,81.9056,63.95,6.26
312,Mikhaylovka,97,RU,2022-07-24 14:09:27,57,50.06,43.2379,73.78,12.71
313,Hambantota,100,LK,2022-07-24 14:06:11,74,6.1241,81.1185,84.54,8.05
314,Asau,98,RO,2022-07-24 14:09:27,46,46.4333,26.4,79.72,4.0
315,Bandarbeyla,100,SO,2022-07-24 14:09:28,74,9.4942,50.8122,79.5,34.31
316,Nago,7,JP,2022-07-24 14:09:28,87,26.5881,127.9761,82.83,2.68
